station_name,station_id,real_time,active?,owner,owner_2,maintainer,project,latitude,longitude,elevation_ft,transmit_time,mesowest_link,station_type,hydrologic,weather,coastal,experimental_plot,seismometer,satellite,precipitation,temperature,data_provider,dew_point,wind,visability,sky_conditions,sea_level_pressure,wave_swell_height,altimeter_reading,snow_amount,heated,seasonal,reliable_forcsting,precip_reliable,temp_reliable,wind_reliable,dewpoint_reliable,additional_information,web_link,contact_person,contact_email,device_specific_details
"Experiment 1 (0-5 years), Revilla Old, ",570,Unknown,Active,U.S. Forest Service,,,Tongass-Wide Young Growth Study (TWYGS),55.79377,-131.624,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,StandID 736010048. Control and 80 TPA treatments have 1 fenced deer exclosure & 1 unfenced paired area. Number of 1/5-acre permanent plots still to be determined.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Point represents center of unit polygon.
"Experiment 3 (25-35 years), Revilla Same, ",507,Unknown,Active,U.S. Forest Service,,,Tongass-Wide Young Growth Study (TWYGS),55.79444,-131.593,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"StandID 736010003. Five, 1/5-acre permanent plots are installed in each treatment unit. The control & 1:2 pruning treatments each have 1 fenced & 1 unfenced deer exclosure.",Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Original boundaries from field traverses by RD staff. Bndrys updated using differentially corrected GPS data & digitizing from 1997 TNF DOQQs, 2006 Census Bureau orthos, & Google Earth"
"Experiment 3 (25-35 years), POW Staney N, ",552,Unknown,Active,U.S. Forest Service,,,Tongass-Wide Young Growth Study (TWYGS),55.7968,-133.136,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"StandID 588020502. Five, 1/5-acre permanent plots are installed in each treatment unit. The control & 1:2 pruning treatments each have 1 fenced & 1 unfenced deer exclosure.",Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Original boundaries from field traverses by RD staff. Bndrys updated using differentially corrected GPS data & digitizing from 1997 TNF DOQQs, 2006 Census Bureau orthos, & Google Earth"
"Tuxekan Island II, Installation 13, Plot 145",250,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.79685,-133.279,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Tuxekan Island II, Installation 13, Plot 146",297,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.79698,-133.278,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Tuxekan Island II, Installation 13, Plot 147",296,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.79711,-133.277,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Staney, Orpheus, ",98,Unknown,Active,U.S. Forest Service,,,Watershed Restoration & Ecosystem Monitoring (WREM),55.79743,-133.1,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Site contains six, 40m x 5m silviculture strip plots plus 6 litter and insect traps. Alternate contact is Di Johnson, 586-8819 or David D'Amore, 586-7955.",Unknown,Rick Edwards,richard.t.edwards@usda.gov,Silviculture plot corner coord taken with Trimble ProXT & differentially corrected. Garmin GPS used for litter/insect traps. 100 ft buffer added around site.
"Tuxekan Island II, Installation 13, Plot 148",295,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.79754,-133.278,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Experiment 1 (0-5 years), Revilla Chin E, ",561,Unknown,Active,U.S. Forest Service,,,Tongass-Wide Young Growth Study (TWYGS),55.80047,-131.657,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,StandID 736020081. Control and 80 TPA treatments have 1 fenced deer exclosure & 1 unfenced paired area. Number of 1/5-acre permanent plots still to be determined.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Original boundaries from field traverses by RD staff. Bndrys updated using differentially corrected GPS data & digitizing from 1997 TNF DOQQs, 2006 Census Bureau orthos, & Google Earth"
Staney C NR Klawock AK,15081497,Unknown,Active,U.S. Geological Survey,,,Unknown,55.8010287,-133.1103222,Unknown,Unknown,N/A,Stream Gauge,Yes,No,No,No,No,No,Unknown,Unknown,U.S. Geological Survey,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Discharge (ft3/s),https://waterdata.usgs.gov/nwis/inventory?site_no=15081497,Jeff Conaway,jconaway@usgs.gov,Unknown
Staney Creek near Klawock,SCKA2,Yes,Active,Alaska Division of Geological & Geophysical Surveys,,,Unknown,55.801389,-133.108611,Unknown,Unknown,Unknown,Stream Gauge,Yes,No,No,No,No,No,No,No,National Weather Service,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://water.noaa.gov/gauges/scka2,Unknown,Unknown,Unknown
"Experiment 1 (0-5 years), Revilla Chin W, ",562,Unknown,Active,U.S. Forest Service,,,Tongass-Wide Young Growth Study (TWYGS),55.80142,-131.665,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,StandID 736020084. Control and 80 TPA treatments have 1 fenced deer exclosure & 1 unfenced paired area. Number of 1/5-acre permanent plots still to be determined.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Original boundaries from field traverses by RD staff. Bndrys updated using differentially corrected GPS data & digitizing from 1997 TNF DOQQs, 2006 Census Bureau orthos, & Google Earth"
"Experiment 4 (<35 years), Revilla Neets S, ",569,Unknown,Active,U.S. Forest Service,,,Tongass-Wide Young Growth Study (TWYGS),55.80651,-131.558,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"StandID 737020006. Four, 1/5-acre permanent plots each in the control, 23x23 PCT, & girdling treatments. Two plots in each slash treatment. No deer exclosures.",Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Original boundaries from field traverses by RD staff. Bndrys updated using differentially corrected GPS data & digitizing from 1997 TNF DOQQs, 2006 Census Bureau orthos, & Google Earth"
"Staney Creek, Installation 62, Plot 2300",294,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.81058,-133.094,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Staney Creek, Installation 62, Plot 2290",293,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.81193,-133.093,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Staney Creek, Installation 62, Plot 2270",292,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.8143,-133.093,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Staney Creek, Installation 62, Plot 2250",291,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.81443,-133.091,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Staney Creek, Installation 62, Plot 2231",290,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.8146,-133.089,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Staney Creek, Installation 62, Plot 2280",289,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.8147,-133.093,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Staney Creek, Installation 62, Plot 2261",288,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.81482,-133.092,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Staney Creek, Installation 62, Plot 2220",287,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.81483,-133.088,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Staney Creek, Installation 62, Plot 2210",286,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.81524,-133.088,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Experiment 4 (<35 years), POW Sal, ",461,Unknown,Active,U.S. Forest Service,,,Tongass-Wide Young Growth Study (TWYGS),55.81538,-132.534,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"StandID 584020574. Four, 1/5-acre permanent plots each in the control, 23x23 PCT, & girdling treatments. Two plots in each slash treatment. No deer exclosures.",Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Original boundaries from field traverses by RD staff. Bndrys updated using differentially corrected GPS data & digitizing from 1997 TNF DOQQs, 2006 Census Bureau orthos, & Google Earth"
"Staney Creek, Installation 62, Plot 2240",285,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.81553,-133.088,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Staney Creek, Installation 62, Plot 2400",284,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.81561,-133.098,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Staney Creek, Installation 62, Plot 2310",283,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.81582,-133.095,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Staney Creek, Installation 62, Plot 2320",282,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.81589,-133.094,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Staney Creek, Installation 62, Plot 2330",281,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.81646,-133.095,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Staney Creek, Installation 62, Plot 2391",280,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.81652,-133.099,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Staney Creek, Installation 62, Plot 2380",278,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.8169,-133.1,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Staney Creek, Installation 62, Plot 2351",279,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.81693,-133.091,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Staney Creek, Installation 62, Plot 2340",277,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.81697,-133.093,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Staney Creek, Installation 62, Plot 2360",276,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.8175,-133.091,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Staney Creek, Installation 62, Plot 2370",275,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.81759,-133.094,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Experiment 3 (25-35 years), Revilla Neets N, ",568,Unknown,Active,U.S. Forest Service,,,Tongass-Wide Young Growth Study (TWYGS),55.81833,-131.533,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"StandID 737020004. Five, 1/5-acre permanent plots are installed in each treatment unit. The control & 1:2 pruning treatments each have 1 fenced & 1 unfenced deer exclosure.",Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Original boundaries from field traverses by RD staff. Bndrys updated using differentially corrected GPS data & digitizing from 1997 TNF DOQQs, 2006 Census Bureau orthos, & Google Earth"
"Port Alice, Installation 6, Plot 118",274,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.82186,-133.58,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Port Alice, Installation 6, Plot 119",273,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.82228,-133.581,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Port Alice, Installation 6, Plot 120",272,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),55.82271,-133.581,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
